clip,seizure,early
Patient_1_test_segment_93.mat,1,0
Patient_1_test_segment_94.mat,1,0
Patient_1_test_segment_95.mat,1,0
Patient_1_test_segment_96.mat,1,0
Patient_1_test_segment_97.mat,0,1
Patient_1_test_segment_98.mat,1,1
Patient_1_test_segment_99.mat,0,0
Patient_1_test_segment_100.mat,1,1
Patient_1_test_segment_101.mat,1,1
Patient_1_test_segment_102.mat,1,1
Patient_1_test_segment_103.mat,1,0
Patient_1_test_segment_104.mat,1,1
Patient_1_test_segment_105.mat,0,0
Patient_1_test_segment_106.mat,1,0
Patient_1_test_segment_107.mat,0,0
Patient_1_test_segment_108.mat,0,1
Patient_1_test_segment_109.mat,1,0
Patient_1_test_segment_110.mat,1,0
Patient_1_test_segment_111.mat,0,0
Patient_1_test_segment_112.mat,1,1
Patient_1_test_segment_113.mat,0,1
Patient_1_test_segment_114.mat,1,1
Patient_1_test_segment_115.mat,0,0
Patient_1_test_segment_116.mat,0,0
Patient_1_test_segment_117.mat,0,0
Patient_1_test_segment_118.mat,1,1
Patient_1_test_segment_119.mat,0,1
Patient_1_test_segment_120.mat,0,0
Patient_1_test_segment_121.mat,1,0
Patient_1_test_segment_122.mat,0,0
Patient_1_test_segment_123.mat,0,0
Patient_1_test_segment_124.mat,0,1
Patient_1_test_segment_125.mat,1,0
Patient_1_test_segment_126.mat,0,1
Patient_1_test_segment_127.mat,0,1
Patient_1_test_segment_128.mat,0,1
Patient_1_test_segment_129.mat,0,0
Patient_1_test_segment_130.mat,1,0
Patient_1_test_segment_131.mat,0,1
Patient_1_test_segment_132.mat,1,1
Patient_1_test_segment_133.mat,0,0
Patient_1_test_segment_134.mat,1,0
Patient_1_test_segment_135.mat,0,0
Patient_1_test_segment_136.mat,1,1
Patient_1_test_segment_137.mat,0,1
Patient_1_test_segment_138.mat,0,0
Patient_1_test_segment_139.mat,1,0
Patient_1_test_segment_140.mat,0,0
Patient_1_test_segment_141.mat,0,1
Patient_1_test_segment_142.mat,1,1
Patient_1_test_segment_143.mat,1,0
Patient_1_test_segment_144.mat,0,0
Patient_1_test_segment_145.mat,0,0
Patient_1_test_segment_146.mat,0,0
Patient_1_test_segment_147.mat,0,0
Patient_1_test_segment_148.mat,1,0
Patient_1_test_segment_149.mat,0,0
Patient_1_test_segment_150.mat,0,1
Patient_1_test_segment_151.mat,1,0
Patient_1_test_segment_152.mat,1,1
Patient_1_test_segment_153.mat,1,1
Patient_1_test_segment_154.mat,0,0
Patient_1_test_segment_155.mat,1,0
Patient_1_test_segment_156.mat,1,1
Patient_1_test_segment_157.mat,0,1
Patient_1_test_segment_158.mat,0,1
Patient_1_test_segment_159.mat,1,0
Patient_1_test_segment_160.mat,0,1
Patient_1_test_segment_161.mat,0,1
Patient_1_test_segment_162.mat,1,1
Patient_1_test_segment_163.mat,0,1
Patient_1_test_segment_164.mat,1,1
Patient_1_test_segment_165.mat,1,0
Patient_1_test_segment_166.mat,0,1
Patient_1_test_segment_167.mat,1,1
Patient_1_test_segment_168.mat,0,0
Patient_1_test_segment_169.mat,1,0
Patient_1_test_segment_170.mat,0,0
Patient_1_test_segment_171.mat,1,1
Patient_1_test_segment_172.mat,1,1
Patient_1_test_segment_173.mat,0,1
Patient_1_test_segment_174.mat,0,0
Patient_1_test_segment_175.mat,1,0
Patient_1_test_segment_176.mat,1,1
Patient_1_test_segment_177.mat,0,0
Patient_1_test_segment_178.mat,0,0
Patient_1_test_segment_179.mat,0,1
Patient_1_test_segment_180.mat,1,1
Patient_1_test_segment_181.mat,1,0
Patient_1_test_segment_182.mat,1,0
Patient_1_test_segment_183.mat,0,1
Patient_1_test_segment_184.mat,1,0
Patient_1_test_segment_185.mat,0,1
Patient_1_test_segment_186.mat,1,1
Patient_1_test_segment_187.mat,0,0
Patient_1_test_segment_188.mat,1,0
Patient_1_test_segment_189.mat,1,1
Patient_1_test_segment_190.mat,1,1
Patient_1_test_segment_191.mat,0,1
Patient_1_test_segment_192.mat,1,0
Patient_1_test_segment_193.mat,1,1
Patient_1_test_segment_194.mat,0,0
Patient_1_test_segment_195.mat,1,1
Patient_1_test_segment_196.mat,0,1
Patient_1_test_segment_197.mat,1,1
Patient_1_test_segment_198.mat,1,0
Patient_1_test_segment_199.mat,1,1
Patient_1_test_segment_200.mat,1,1
Patient_1_test_segment_201.mat,0,1
Patient_1_test_segment_202.mat,0,1
Patient_1_test_segment_203.mat,0,0
Patient_1_test_segment_204.mat,0,0
Patient_1_test_segment_205.mat,1,0
Patient_1_test_segment_206.mat,0,1
Patient_1_test_segment_207.mat,1,1
Patient_1_test_segment_208.mat,1,0
Patient_1_test_segment_209.mat,0,1
Patient_1_test_segment_210.mat,0,1
Patient_1_test_segment_211.mat,0,1
Patient_1_test_segment_212.mat,0,0
Patient_1_test_segment_213.mat,1,1
Patient_1_test_segment_214.mat,1,0
Patient_1_test_segment_215.mat,1,0
Patient_1_test_segment_216.mat,1,1
Patient_1_test_segment_217.mat,0,0
Patient_1_test_segment_218.mat,1,0
Patient_1_test_segment_219.mat,1,0
Patient_1_test_segment_220.mat,0,1
Patient_1_test_segment_221.mat,0,1
Patient_1_test_segment_222.mat,1,0
Patient_1_test_segment_223.mat,0,1
Patient_1_test_segment_224.mat,0,0
Patient_1_test_segment_225.mat,1,1
Patient_1_test_segment_226.mat,0,0
Patient_1_test_segment_227.mat,1,0
Patient_1_test_segment_228.mat,0,1
Patient_1_test_segment_229.mat,1,1
Patient_1_test_segment_230.mat,1,0
Patient_1_test_segment_231.mat,0,1
Patient_1_test_segment_232.mat,0,0
Patient_1_test_segment_233.mat,1,0
Patient_1_test_segment_234.mat,0,0
Patient_1_test_segment_235.mat,0,0
Patient_1_test_segment_236.mat,1,0
Patient_1_test_segment_237.mat,0,1
Patient_1_test_segment_238.mat,1,1
Patient_1_test_segment_239.mat,0,0
Patient_1_test_segment_240.mat,0,0
Patient_1_test_segment_241.mat,1,0
Patient_1_test_segment_242.mat,0,0
Patient_1_test_segment_243.mat,1,1
Patient_1_test_segment_244.mat,1,0
Patient_1_test_segment_245.mat,1,1
Patient_1_test_segment_246.mat,1,1
Patient_1_test_segment_247.mat,1,0
Patient_1_test_segment_248.mat,0,1
Patient_1_test_segment_249.mat,1,0
Patient_1_test_segment_250.mat,1,1
Patient_1_test_segment_251.mat,0,1
Patient_1_test_segment_252.mat,1,0
Patient_1_test_segment_253.mat,0,0
Patient_1_test_segment_254.mat,0,0
Patient_1_test_segment_255.mat,1,0
Patient_1_test_segment_256.mat,1,0
Patient_1_test_segment_257.mat,1,0
Patient_1_test_segment_258.mat,1,1
Patient_1_test_segment_259.mat,0,0
Patient_1_test_segment_260.mat,0,0
Patient_1_test_segment_261.mat,0,0
Patient_1_test_segment_262.mat,1,1
Patient_1_test_segment_263.mat,1,1
Patient_1_test_segment_264.mat,1,0
Patient_1_test_segment_265.mat,1,1
Patient_1_test_segment_266.mat,1,1
Patient_1_test_segment_267.mat,0,1
Patient_1_test_segment_268.mat,0,0
Patient_1_test_segment_269.mat,0,0
Patient_1_test_segment_270.mat,1,1
Patient_1_test_segment_271.mat,0,1
Patient_1_test_segment_272.mat,1,1
Patient_1_test_segment_273.mat,1,0
Patient_1_test_segment_274.mat,0,1
Patient_1_test_segment_275.mat,0,0
Patient_1_test_segment_276.mat,1,0
Patient_1_test_segment_277.mat,0,0
Patient_1_test_segment_278.mat,1,0
Patient_1_test_segment_279.mat,0,0
Patient_1_test_segment_280.mat,0,0
Patient_1_test_segment_281.mat,0,0
Patient_1_test_segment_282.mat,1,1
Patient_1_test_segment_283.mat,0,1
Patient_1_test_segment_284.mat,0,1
Patient_1_test_segment_285.mat,0,0
Patient_1_test_segment_286.mat,0,0
Patient_1_test_segment_287.mat,0,0
Patient_1_test_segment_288.mat,1,1
Patient_1_test_segment_289.mat,1,0
Patient_1_test_segment_290.mat,1,1
Patient_1_test_segment_291.mat,0,0
Patient_1_test_segment_292.mat,1,1
Patient_1_test_segment_293.mat,1,1
Patient_1_test_segment_294.mat,1,0
Patient_1_test_segment_295.mat,0,1
Patient_1_test_segment_296.mat,0,1
Patient_1_test_segment_297.mat,1,0
Patient_1_test_segment_298.mat,0,0
Patient_1_test_segment_299.mat,0,0
Patient_1_test_segment_300.mat,1,0
Patient_1_test_segment_301.mat,1,1
Patient_1_test_segment_302.mat,1,1
Patient_1_test_segment_303.mat,0,1
Patient_1_test_segment_304.mat,1,1
Patient_1_test_segment_305.mat,1,0
Patient_1_test_segment_306.mat,1,1
Patient_1_test_segment_307.mat,1,0
Patient_1_test_segment_308.mat,1,0
Patient_1_test_segment_309.mat,0,0
Patient_1_test_segment_310.mat,1,1
Patient_1_test_segment_311.mat,1,0
Patient_1_test_segment_312.mat,0,1
Patient_1_test_segment_313.mat,0,0
Patient_1_test_segment_314.mat,1,0
Patient_1_test_segment_315.mat,1,1
Patient_1_test_segment_316.mat,0,1
Patient_1_test_segment_317.mat,0,0
Patient_1_test_segment_318.mat,1,0
Patient_1_test_segment_319.mat,1,1
Patient_1_test_segment_320.mat,1,1
Patient_1_test_segment_321.mat,0,0
Patient_1_test_segment_322.mat,0,0
Patient_1_test_segment_323.mat,0,0
Patient_1_test_segment_324.mat,1,1
Patient_1_test_segment_325.mat,0,1
Patient_1_test_segment_326.mat,1,0
Patient_1_test_segment_327.mat,1,1
Patient_1_test_segment_328.mat,1,1
Patient_1_test_segment_329.mat,1,1
Patient_1_test_segment_330.mat,1,1
Patient_1_test_segment_331.mat,0,0
Patient_1_test_segment_332.mat,1,1
Patient_1_test_segment_333.mat,0,0
Patient_1_test_segment_334.mat,1,1
Patient_1_test_segment_335.mat,0,1
Patient_1_test_segment_336.mat,0,0
Patient_1_test_segment_337.mat,1,1
Patient_1_test_segment_338.mat,1,1
Patient_1_test_segment_339.mat,0,1
Patient_1_test_segment_340.mat,0,0
Patient_1_test_segment_341.mat,1,0
Patient_1_test_segment_342.mat,1,1
Patient_1_test_segment_343.mat,0,0
Patient_1_test_segment_344.mat,1,1
Patient_1_test_segment_345.mat,1,1
Patient_1_test_segment_346.mat,1,0
Patient_1_test_segment_347.mat,1,1
Patient_1_test_segment_348.mat,1,0
Patient_1_test_segment_349.mat,0,1
Patient_1_test_segment_350.mat,1,1
Patient_1_test_segment_351.mat,0,1
Patient_1_test_segment_352.mat,0,1
Patient_1_test_segment_353.mat,0,0
Patient_1_test_segment_354.mat,1,0
Patient_1_test_segment_355.mat,1,0
Patient_1_test_segment_356.mat,1,1
Patient_1_test_segment_357.mat,1,1
Patient_1_test_segment_358.mat,0,0
Patient_1_test_segment_359.mat,1,0
Patient_1_test_segment_360.mat,0,1
Patient_1_test_segment_361.mat,0,0
Patient_1_test_segment_362.mat,1,1
Patient_1_test_segment_363.mat,1,0
Patient_1_test_segment_364.mat,1,0
Patient_1_test_segment_365.mat,0,0
Patient_1_test_segment_366.mat,1,0
Patient_1_test_segment_367.mat,0,0
Patient_1_test_segment_368.mat,1,1
Patient_1_test_segment_369.mat,1,1
Patient_1_test_segment_370.mat,0,1
Patient_1_test_segment_371.mat,1,0
Patient_1_test_segment_372.mat,0,0
Patient_1_test_segment_373.mat,1,1
Patient_1_test_segment_374.mat,0,0
Patient_1_test_segment_375.mat,1,1
Patient_1_test_segment_376.mat,1,1
Patient_1_test_segment_377.mat,1,1
Patient_1_test_segment_378.mat,1,1
Patient_1_test_segment_379.mat,1,1
Patient_1_test_segment_380.mat,0,1
Patient_1_test_segment_381.mat,0,1
Patient_1_test_segment_382.mat,1,0
Patient_1_test_segment_383.mat,1,1
Patient_1_test_segment_384.mat,1,0
Patient_1_test_segment_385.mat,1,1
Patient_1_test_segment_386.mat,0,1
Patient_1_test_segment_387.mat,0,0
Patient_1_test_segment_388.mat,1,1
Patient_1_test_segment_389.mat,0,0
Patient_1_test_segment_390.mat,0,1
Patient_1_test_segment_391.mat,1,1
Patient_1_test_segment_392.mat,0,0
Patient_1_test_segment_393.mat,1,1
Patient_1_test_segment_394.mat,1,1
Patient_1_test_segment_395.mat,0,1
Patient_1_test_segment_396.mat,1,1
Patient_1_test_segment_397.mat,0,0
Patient_1_test_segment_398.mat,1,0
Patient_1_test_segment_399.mat,1,1
Patient_1_test_segment_400.mat,1,1
Patient_1_test_segment_401.mat,1,1
Patient_1_test_segment_402.mat,0,1
Patient_1_test_segment_403.mat,0,0
Patient_1_test_segment_404.mat,1,1
Patient_1_test_segment_405.mat,1,0
Patient_1_test_segment_406.mat,0,1
Patient_1_test_segment_407.mat,1,1
Patient_1_test_segment_408.mat,0,0
Patient_1_test_segment_409.mat,0,0
Patient_1_test_segment_410.mat,0,1
Patient_1_test_segment_411.mat,0,0
Patient_1_test_segment_412.mat,0,1
Patient_1_test_segment_413.mat,0,1
Patient_1_test_segment_414.mat,0,0
Patient_1_test_segment_415.mat,0,1
Patient_1_test_segment_416.mat,0,1
Patient_1_test_segment_417.mat,1,1
Patient_1_test_segment_418.mat,0,0
Patient_1_test_segment_419.mat,0,0
Patient_1_test_segment_420.mat,0,0
Patient_1_test_segment_421.mat,1,1
Patient_1_test_segment_422.mat,1,1
Patient_1_test_segment_423.mat,0,1
Patient_1_test_segment_424.mat,1,1
Patient_1_test_segment_425.mat,0,0
Patient_1_test_segment_426.mat,1,1
Patient_1_test_segment_427.mat,1,0
Patient_1_test_segment_428.mat,1,1
Patient_1_test_segment_429.mat,0,1
Patient_1_test_segment_430.mat,0,1
Patient_1_test_segment_431.mat,0,1
Patient_1_test_segment_432.mat,1,1
Patient_1_test_segment_433.mat,0,0
Patient_1_test_segment_434.mat,0,1
Patient_1_test_segment_435.mat,1,1
Patient_1_test_segment_436.mat,1,0
Patient_1_test_segment_437.mat,1,0
Patient_1_test_segment_438.mat,0,0
Patient_1_test_segment_439.mat,1,0
Patient_1_test_segment_440.mat,1,1
Patient_1_test_segment_441.mat,0,1
Patient_1_test_segment_442.mat,0,1
Patient_1_test_segment_443.mat,1,0
Patient_1_test_segment_444.mat,0,0
Patient_1_test_segment_445.mat,1,0
Patient_1_test_segment_446.mat,1,0
Patient_1_test_segment_447.mat,1,1
Patient_1_test_segment_448.mat,0,1
Patient_1_test_segment_449.mat,0,0
Patient_1_test_segment_450.mat,1,0
Patient_1_test_segment_451.mat,1,0
Patient_1_test_segment_452.mat,1,1
Patient_1_test_segment_453.mat,0,1
Patient_1_test_segment_454.mat,0,1
Patient_1_test_segment_455.mat,0,1
Patient_1_test_segment_456.mat,1,1
Patient_1_test_segment_457.mat,1,0
Patient_1_test_segment_458.mat,0,0
Patient_1_test_segment_459.mat,0,1
Patient_1_test_segment_460.mat,0,0
Patient_1_test_segment_461.mat,0,1
Patient_1_test_segment_462.mat,1,1
Patient_1_test_segment_463.mat,1,1
Patient_1_test_segment_464.mat,1,1
Patient_1_test_segment_465.mat,1,1
Patient_1_test_segment_466.mat,0,0
Patient_1_test_segment_467.mat,1,0
Patient_1_test_segment_468.mat,0,0
Patient_1_test_segment_469.mat,1,1
Patient_1_test_segment_470.mat,1,0
Patient_1_test_segment_471.mat,0,1
Patient_1_test_segment_472.mat,0,1
Patient_1_test_segment_473.mat,0,0
Patient_1_test_segment_474.mat,0,0
Patient_1_test_segment_475.mat,0,0
Patient_1_test_segment_476.mat,1,0
Patient_1_test_segment_477.mat,1,1
Patient_1_test_segment_478.mat,1,1
Patient_1_test_segment_479.mat,0,0
Patient_1_test_segment_480.mat,0,1
Patient_1_test_segment_481.mat,0,0
Patient_1_test_segment_482.mat,1,1
Patient_1_test_segment_483.mat,0,0
Patient_1_test_segment_484.mat,1,1
Patient_1_test_segment_485.mat,1,0
Patient_1_test_segment_486.mat,1,1
Patient_1_test_segment_487.mat,0,0
Patient_1_test_segment_488.mat,1,0
Patient_1_test_segment_489.mat,0,1
Patient_1_test_segment_490.mat,1,0
Patient_1_test_segment_491.mat,1,1
Patient_1_test_segment_492.mat,1,1
Patient_1_test_segment_493.mat,0,0
Patient_1_test_segment_494.mat,0,0
Patient_1_test_segment_495.mat,0,0
Patient_1_test_segment_496.mat,0,1
Patient_1_test_segment_497.mat,1,0
Patient_1_test_segment_498.mat,1,0
Patient_1_test_segment_499.mat,0,1
Patient_1_test_segment_500.mat,0,0
Patient_1_test_segment_501.mat,1,0
Patient_1_test_segment_502.mat,0,1
Patient_1_test_segment_503.mat,0,1
Patient_1_test_segment_504.mat,0,0
Patient_1_test_segment_505.mat,0,0
Patient_1_test_segment_506.mat,0,0
Patient_1_test_segment_507.mat,0,0
Patient_1_test_segment_508.mat,0,0
Patient_1_test_segment_509.mat,0,1
Patient_1_test_segment_510.mat,0,0
Patient_1_test_segment_511.mat,1,1
Patient_1_test_segment_512.mat,0,1
Patient_1_test_segment_513.mat,1,0
Patient_1_test_segment_514.mat,1,1
Patient_1_test_segment_515.mat,0,1
Patient_1_test_segment_516.mat,1,0
Patient_1_test_segment_517.mat,1,1
Patient_1_test_segment_518.mat,1,1
Patient_1_test_segment_519.mat,0,1
Patient_1_test_segment_520.mat,1,0
Patient_1_test_segment_521.mat,1,0
Patient_1_test_segment_522.mat,1,1
Patient_1_test_segment_523.mat,0,1
Patient_1_test_segment_524.mat,1,0
Patient_1_test_segment_525.mat,1,0
Patient_1_test_segment_526.mat,1,0
Patient_1_test_segment_527.mat,0,1
Patient_1_test_segment_528.mat,1,0
Patient_1_test_segment_529.mat,1,0
Patient_1_test_segment_530.mat,0,1
Patient_1_test_segment_531.mat,1,0
Patient_1_test_segment_532.mat,1,1
Patient_1_test_segment_533.mat,1,1
Patient_1_test_segment_534.mat,0,0
Patient_1_test_segment_535.mat,0,0
Patient_1_test_segment_536.mat,0,1
Patient_1_test_segment_537.mat,1,1
Patient_1_test_segment_538.mat,1,1
Patient_1_test_segment_539.mat,1,1
Patient_1_test_segment_540.mat,0,0
Patient_1_test_segment_541.mat,0,0
Patient_1_test_segment_542.mat,0,0
Patient_1_test_segment_543.mat,1,0
Patient_1_test_segment_544.mat,0,0
Patient_1_test_segment_545.mat,1,0
Patient_1_test_segment_546.mat,0,1
Patient_1_test_segment_547.mat,1,0
Patient_1_test_segment_548.mat,0,0
Patient_1_test_segment_549.mat,0,0
Patient_1_test_segment_550.mat,0,0
Patient_1_test_segment_551.mat,0,1
Patient_1_test_segment_552.mat,0,0
Patient_1_test_segment_553.mat,0,0
Patient_1_test_segment_554.mat,1,0
Patient_1_test_segment_555.mat,1,0
Patient_1_test_segment_556.mat,0,1
Patient_1_test_segment_557.mat,0,0
Patient_1_test_segment_558.mat,0,0
Patient_1_test_segment_559.mat,0,1
Patient_1_test_segment_560.mat,1,1
Patient_1_test_segment_561.mat,1,1
Patient_1_test_segment_562.mat,0,1
Patient_1_test_segment_563.mat,1,0
Patient_1_test_segment_564.mat,1,1
Patient_1_test_segment_565.mat,0,0
Patient_1_test_segment_566.mat,0,0
Patient_1_test_segment_567.mat,0,1
Patient_1_test_segment_568.mat,1,1
Patient_1_test_segment_569.mat,0,0
Patient_1_test_segment_570.mat,1,0
Patient_1_test_segment_571.mat,0,1
Patient_1_test_segment_572.mat,1,1
Patient_1_test_segment_573.mat,1,1
Patient_1_test_segment_574.mat,1,1
Patient_1_test_segment_575.mat,0,1
Patient_1_test_segment_576.mat,1,0
Patient_1_test_segment_577.mat,1,1
Patient_1_test_segment_578.mat,1,1
Patient_1_test_segment_579.mat,1,0
Patient_1_test_segment_580.mat,0,0
Patient_1_test_segment_581.mat,0,1
Patient_1_test_segment_582.mat,0,1
Patient_1_test_segment_583.mat,1,0
Patient_1_test_segment_584.mat,0,0
Patient_1_test_segment_585.mat,0,0
Patient_1_test_segment_586.mat,0,1
Patient_1_test_segment_587.mat,1,1
Patient_1_test_segment_588.mat,0,1
Patient_1_test_segment_589.mat,0,0
Patient_1_test_segment_590.mat,1,0
Patient_1_test_segment_591.mat,1,0
Patient_1_test_segment_592.mat,0,1
Patient_1_test_segment_593.mat,0,0
Patient_1_test_segment_594.mat,0,0
Patient_1_test_segment_595.mat,0,1
Patient_1_test_segment_596.mat,1,0
Patient_1_test_segment_597.mat,1,0
Patient_1_test_segment_598.mat,1,0
Patient_1_test_segment_599.mat,0,1
Patient_1_test_segment_600.mat,0,1
Patient_1_test_segment_601.mat,1,1
Patient_1_test_segment_602.mat,0,1
Patient_1_test_segment_603.mat,1,1
Patient_1_test_segment_604.mat,0,1
Patient_1_test_segment_605.mat,0,1
Patient_1_test_segment_606.mat,1,0
Patient_1_test_segment_607.mat,1,1
Patient_1_test_segment_608.mat,0,0
Patient_1_test_segment_609.mat,0,1
Patient_1_test_segment_610.mat,0,1
Patient_1_test_segment_611.mat,1,0
Patient_1_test_segment_612.mat,1,1
Patient_1_test_segment_613.mat,0,0
Patient_1_test_segment_614.mat,1,0
Patient_1_test_segment_615.mat,0,0
Patient_1_test_segment_616.mat,0,1
Patient_1_test_segment_617.mat,0,1
Patient_1_test_segment_618.mat,0,0
Patient_1_test_segment_619.mat,0,0
Patient_1_test_segment_620.mat,0,0
Patient_1_test_segment_621.mat,1,1
Patient_1_test_segment_622.mat,0,1
Patient_1_test_segment_623.mat,0,1
Patient_1_test_segment_624.mat,1,0
Patient_1_test_segment_625.mat,1,1
Patient_1_test_segment_626.mat,0,1
Patient_1_test_segment_627.mat,1,1
Patient_1_test_segment_628.mat,0,1
Patient_1_test_segment_629.mat,1,0
Patient_1_test_segment_630.mat,0,1
Patient_1_test_segment_631.mat,1,1
Patient_1_test_segment_632.mat,0,0
Patient_1_test_segment_633.mat,0,0
Patient_1_test_segment_634.mat,0,0
Patient_1_test_segment_635.mat,1,1
Patient_1_test_segment_636.mat,0,0
Patient_1_test_segment_637.mat,0,1
Patient_1_test_segment_638.mat,0,1
Patient_1_test_segment_639.mat,1,1
Patient_1_test_segment_640.mat,0,0
Patient_1_test_segment_641.mat,0,0
Patient_1_test_segment_642.mat,0,0
Patient_1_test_segment_643.mat,0,0
Patient_1_test_segment_644.mat,0,0
Patient_1_test_segment_645.mat,0,1
Patient_1_test_segment_646.mat,1,1
Patient_1_test_segment_647.mat,0,1
Patient_1_test_segment_648.mat,0,1
Patient_1_test_segment_649.mat,0,0
Patient_1_test_segment_650.mat,1,1
Patient_1_test_segment_651.mat,0,1
Patient_1_test_segment_652.mat,1,1
Patient_1_test_segment_653.mat,1,0
Patient_1_test_segment_654.mat,1,1
Patient_1_test_segment_655.mat,1,0
Patient_1_test_segment_656.mat,0,1
Patient_1_test_segment_657.mat,1,0
Patient_1_test_segment_658.mat,1,0
Patient_1_test_segment_659.mat,0,1
Patient_1_test_segment_660.mat,1,0
Patient_1_test_segment_661.mat,0,0
Patient_1_test_segment_662.mat,1,0
Patient_1_test_segment_663.mat,1,1
Patient_1_test_segment_664.mat,0,0
Patient_1_test_segment_665.mat,0,1
Patient_1_test_segment_666.mat,1,0
Patient_1_test_segment_667.mat,1,1
Patient_1_test_segment_668.mat,0,1
Patient_1_test_segment_669.mat,0,0
Patient_1_test_segment_670.mat,0,0
Patient_1_test_segment_671.mat,1,1
Patient_1_test_segment_672.mat,1,0
Patient_1_test_segment_673.mat,1,1
Patient_1_test_segment_674.mat,1,1
Patient_1_test_segment_675.mat,1,0
Patient_1_test_segment_676.mat,0,0
Patient_1_test_segment_677.mat,0,0
Patient_1_test_segment_678.mat,1,1
Patient_1_test_segment_679.mat,0,0
Patient_1_test_segment_680.mat,1,0
Patient_1_test_segment_681.mat,0,1
Patient_1_test_segment_682.mat,0,1
Patient_1_test_segment_683.mat,0,1
Patient_1_test_segment_684.mat,1,1
Patient_1_test_segment_685.mat,0,0
Patient_1_test_segment_686.mat,0,1
Patient_1_test_segment_687.mat,0,0
Patient_1_test_segment_688.mat,1,1
Patient_1_test_segment_689.mat,1,0
Patient_1_test_segment_690.mat,0,0
Patient_1_test_segment_691.mat,0,0
Patient_1_test_segment_692.mat,0,1
Patient_1_test_segment_693.mat,1,0
Patient_1_test_segment_694.mat,1,1
Patient_1_test_segment_695.mat,0,1
Patient_1_test_segment_696.mat,0,0
Patient_1_test_segment_697.mat,0,0
Patient_1_test_segment_698.mat,0,0
Patient_1_test_segment_699.mat,1,1
